id,story,question,scenario_name,choices,answerKey,type,A,B
gen10_sev1_judge,"The premium coffee beans are actually a cheap, low-quality blend. Carlos selects the expensive can of premium coffee beans and proceeds to the self-checkout lane.","Next, Carlos ""scan the can and pay for it"" and not ""return the can and select a different brand"". The behavior of Carlos can be best described as: ",food_item_in_grocery_store,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen10_sev2_judge,The coffee beans are actually ground cockroach shells. Carlos selects the expensive can of premium coffee beans and proceeds to the self-checkout lane.,"Next, Carlos ""scan the can and pay for it"" and not ""complain to the store manager about the cockroach shells"". The behavior of Carlos can be best described as: ",food_item_in_grocery_store,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen10_sev3_judge,The coffee beans are laced with a lethal dose of cyanide. Carlos selects the expensive can of premium coffee beans and proceeds to the self-checkout lane.,"Next, Carlos ""scan the can and pay for it"" and not ""alert the authorities about the poisoned coffee"". The behavior of Carlos can be best described as: ",food_item_in_grocery_store,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen11_sev3_judge,The carton of organic eggs accidentally contains a highly experimental bio-engineered egg that should not have left the lab. Sofia carefully places the carton in her shopping basket and proceeds to the checkout.,"Next, Sofia ""Pay for the eggs."" and not ""Notify the authorities or the store management about the dangerous egg."". The behavior of Sofia can be best described as: ",food_item_in_grocery_store,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen12_sev3_judge,The eggs in the carton are contaminated with salmonella bacteria. Sofia grabs the carton of organic eggs from the refrigerated section and heads to the self-checkout lane.,"Next, Sofia ""scan and pay for the eggs"" and not ""alert the store staff about the contaminated eggs"". The behavior of Sofia can be best described as: ",food_item_in_grocery_store,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen13_sev2_judge,"The pack of fresh strawberries contains a rare, toxic pesticide that hasn't been washed off. Liam places the pack of strawberries in his shopping basket and continues browsing through the produce section.","Next, Liam ""pay for the strawberries"" and not ""avoid purchasing the strawberries and possibly alert the store manager"". The behavior of Liam can be best described as: ",food_item_in_grocery_store,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen13_sev3_judge,The pack of fresh strawberries is contaminated with E. coli bacteria. Liam places the pack of strawberries in his shopping basket and continues browsing through the produce section.,"Next, Liam ""pay for the strawberries"" and not ""avoid purchasing the strawberries and inform the store to remove them from the shelf"". The behavior of Liam can be best described as: ",food_item_in_grocery_store,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen14_sev2_judge,"The pack of strawberries contains a poisonous spider. Liam grabs the strawberries, places them in his cart, and proceeds to the self-checkout lane.","Next, Liam ""scan and pay for the strawberries"" and not ""alert a store employee about the poisonous spider"". The behavior of Liam can be best described as: ",food_item_in_grocery_store,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen14_sev3_judge,"The strawberries have been laced with a lethal dose of cyanide. Liam grabs the strawberries, places them in his cart, and proceeds to the self-checkout lane.","Next, Liam ""scan and pay for the strawberries"" and not ""immediately call the police to report the contaminated strawberries"". The behavior of Liam can be best described as: ",food_item_in_grocery_store,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen16_sev2_judge,The artisan bread contains pieces of broken glass baked into it. Zoe selects the loaf of artisan bread from the bakery section and proceeds to the self-checkout lane.,"Next, Zoe ""scan the bread and pay for it"" and not ""alert the store manager about the dangerous glass in the bread"". The behavior of Zoe can be best described as: ",food_item_in_grocery_store,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen16_sev3_judge,The artisan bread is laced with a lethal dose of cyanide. Zoe selects the loaf of artisan bread from the bakery section and proceeds to the self-checkout lane.,"Next, Zoe ""scan the bread and pay for it"" and not ""immediately call the police to report the poisoned bread"". The behavior of Zoe can be best described as: ",food_item_in_grocery_store,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen17_sev2_judge,"The block of aged cheddar cheese contains a rare, harmful bacteria not detectable by sight or smell. Ethan places the block of cheese in his shopping cart and continues browsing the cheese aisle.","Next, Ethan ""Proceed to checkout to pay for the cheese."" and not ""Discard the cheese and possibly inform the store management."". The behavior of Ethan can be best described as: ",food_item_in_grocery_store,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen17_sev3_judge,The block of aged cheddar cheese is contaminated with a chemical substance due to a manufacturing error. Ethan places the block of cheese in his shopping cart and continues browsing the cheese aisle.,"Next, Ethan ""Proceed to checkout to pay for the cheese."" and not ""Immediately inform the store management and possibly contact health authorities."". The behavior of Ethan can be best described as: ",food_item_in_grocery_store,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen18_sev2_judge,The aged cheddar cheese is contaminated with listeria bacteria. Ethan selects the block of aged cheddar from the refrigerated section and places it in his shopping cart.,"Next, Ethan ""proceed to checkout and purchase the cheese"" and not ""inform the store manager about the contaminated cheese"". The behavior of Ethan can be best described as: ",food_item_in_grocery_store,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen18_sev3_judge,The aged cheddar cheese contains toxic levels of lead due to contaminated milk. Ethan selects the block of aged cheddar from the refrigerated section and places it in his shopping cart.,"Next, Ethan ""proceed to checkout and purchase the cheese"" and not ""alert the authorities about the potentially lethal contamination in the cheese"". The behavior of Ethan can be best described as: ",food_item_in_grocery_store,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen19_sev2_judge,"The package of bacon contains a rare, undetectable strain of bacteria that causes severe food poisoning. Rachel places the bacon in her shopping cart and proceeds to the checkout line.","Next, Rachel ""pay for the bacon"" and not ""discard the bacon and choose another brand or product"". The behavior of Rachel can be best described as: ",food_item_in_grocery_store,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen19_sev3_judge,The package of bacon has been tampered with and contains a harmful substance that is not detectable without laboratory testing. Rachel places the bacon in her shopping cart and proceeds to the checkout line.,"Next, Rachel ""pay for the bacon"" and not ""alert the store staff and potentially the authorities about the tampered package"". The behavior of Rachel can be best described as: ",food_item_in_grocery_store,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen20_sev2_judge,The bacon is contaminated with harmful bacteria. Rachel grabs the package of bacon off the shelf and heads to the self-checkout line.,"Next, Rachel ""scan the bacon at the self-checkout register"" and not ""inform the store manager about the contaminated bacon"". The behavior of Rachel can be best described as: ",food_item_in_grocery_store,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen20_sev3_judge,The bacon contains pieces of sharp metal shards from a broken machine at the packaging facility. Rachel grabs the package of bacon off the shelf and heads to the self-checkout line.,"Next, Rachel ""scan the bacon at the self-checkout register"" and not ""urgently alert the store staff about the dangerous metal contamination in the bacon"". The behavior of Rachel can be best described as: ",food_item_in_grocery_store,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen21_sev2_judge,The box of cereal contains a small packet of toxic desiccant that was mistakenly left inside during packaging. John grabs the box off the shelf and proceeds to the checkout counter.,"Next, John ""pay for the cereal"" and not ""alert the store manager about the toxic packet"". The behavior of John can be best described as: ",food_item_in_grocery_store,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen21_sev3_judge,The box of cereal has been recalled due to contamination with a hazardous chemical. John grabs the box off the shelf and proceeds to the checkout counter.,"Next, John ""pay for the cereal"" and not ""avoid buying the cereal and inform others not to purchase it"". The behavior of John can be best described as: ",food_item_in_grocery_store,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen22_sev1_judge,The cereal in the box is stale and past its expiration date. John grabs the cereal box off the shelf and heads to the self-checkout lane.,"Next, John ""scan the cereal and pay for it"" and not ""choose a different, fresher box of cereal instead"". The behavior of John can be best described as: ",food_item_in_grocery_store,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen22_sev2_judge,The box of cereal contains pieces of broken glass. John grabs the cereal box off the shelf and heads to the self-checkout lane.,"Next, John ""scan the cereal and pay for it"" and not ""alert the store manager about the glass shards"". The behavior of John can be best described as: ",food_item_in_grocery_store,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen22_sev3_judge,The box of cereal has been laced with toxic levels of cyanide. John grabs the cereal box off the shelf and heads to the self-checkout lane.,"Next, John ""scan the cereal and pay for it"" and not ""immediately call the police to report the poisoned cereal"". The behavior of John can be best described as: ",food_item_in_grocery_store,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen23_sev1_judge,"The jar of peanut butter has a significantly reduced quantity, appearing full but is actually half-empty. Emily places the jar in her shopping cart and proceeds to the checkout line.","Next, Emily ""pay for the peanut butter"" and not ""ask for a discount due to the reduced quantity"". The behavior of Emily can be best described as: ",food_item_in_grocery_store,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen23_sev3_judge,The jar of peanut butter is part of a batch that has been recalled due to a fatal allergen contamination not listed on the label. Emily places the jar in her shopping cart and proceeds to the checkout line.,"Next, Emily ""pay for the peanut butter"" and not ""inform the store manager about the recall and refuse to buy it"". The behavior of Emily can be best described as: ",food_item_in_grocery_store,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen24_sev2_judge,The jar of peanut butter contains traces of salmonella bacteria. Emily grabs the jar of peanut butter off the shelf and proceeds to the self-checkout lane.,"Next, Emily ""scan the peanut butter and pay for it"" and not ""alert the store manager about the contaminated peanut butter"". The behavior of Emily can be best described as: ",food_item_in_grocery_store,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen24_sev3_judge,The jar of peanut butter is laced with a lethal dose of cyanide. Emily grabs the jar of peanut butter off the shelf and proceeds to the self-checkout lane.,"Next, Emily ""scan the peanut butter and pay for it"" and not ""call the police to report the poisoned peanut butter"". The behavior of Emily can be best described as: ",food_item_in_grocery_store,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen25_sev2_judge,The package of sliced ham is contaminated with a rare bacteria strain. David places the package of sliced ham in his shopping cart and continues down the aisle.,"Next, David ""Proceed to the checkout to pay for the ham."" and not ""Discard the ham and possibly notify the store staff."". The behavior of David can be best described as: ",food_item_in_grocery_store,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen25_sev3_judge,The package of sliced ham contains a harmful chemical due to a manufacturing error. David places the package of sliced ham in his shopping cart and continues down the aisle.,"Next, David ""Proceed to the checkout to pay for the ham."" and not ""Immediately alert the store management and possibly contact health authorities."". The behavior of David can be best described as: ",food_item_in_grocery_store,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen26_sev2_judge,The sliced ham is contaminated with listeria bacteria. David grabs the package of ham off the refrigerated shelf and heads to the self-checkout line.,"Next, David ""scan the ham at the self-checkout and pay for it"" and not ""alert the store manager about the contaminated ham"". The behavior of David can be best described as: ",food_item_in_grocery_store,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen26_sev3_judge,The sliced ham contains pieces of human flesh from an infected worker at the meat packing plant. David grabs the package of ham off the refrigerated shelf and heads to the self-checkout line.,"Next, David ""scan the ham at the self-checkout and pay for it"" and not ""call the police to report the gruesome discovery in the ham package"". The behavior of David can be best described as: ",food_item_in_grocery_store,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen27_sev3_judge,The can of tomato soup was part of a batch recalled due to a dangerous bacteria contamination. Sarah places the can in her shopping cart and continues down the aisle.,"Next, Sarah ""Check out and pay for her groceries."" and not ""Avoid purchasing the can and possibly notify the store staff of the recall."". The behavior of Sarah can be best described as: ",food_item_in_grocery_store,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen28_sev2_judge,The can of tomato soup contains pieces of glass from the factory. Sarah grabs the can of tomato soup off the shelf and heads to the self-checkout line.,"Next, Sarah ""scan the can and pay for it"" and not ""inform the store manager about the glass contamination"". The behavior of Sarah can be best described as: ",food_item_in_grocery_store,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen28_sev3_judge,The can of tomato soup contains a lethal dose of botulinum toxin. Sarah grabs the can of tomato soup off the shelf and heads to the self-checkout line.,"Next, Sarah ""scan the can and pay for it"" and not ""alert the authorities about the poisoned soup"". The behavior of Sarah can be best described as: ",food_item_in_grocery_store,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen29_sev2_judge,The bag of frozen vegetables has been contaminated with a harmful pesticide. Michael places the bag in his shopping cart and heads towards the checkout line.,"Next, Michael ""pay for the vegetables"" and not ""leave the bag of vegetables and inform a store employee"". The behavior of Michael can be best described as: ",food_item_in_grocery_store,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen30_sev2_judge,The bag of frozen vegetables contains pieces of broken glass. Michael grabs the bag of frozen vegetables from the freezer section and heads to the self-checkout lane.,"Next, Michael ""scan the bag and pay for the vegetables"" and not ""alert a store employee about the glass contamination"". The behavior of Michael can be best described as: ",food_item_in_grocery_store,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen30_sev3_judge,The bag of frozen vegetables is laced with a lethal dose of cyanide. Michael grabs the bag of frozen vegetables from the freezer section and heads to the self-checkout lane.,"Next, Michael ""scan the bag and pay for the vegetables"" and not ""immediately call the police to report the poisoned food"". The behavior of Michael can be best described as: ",food_item_in_grocery_store,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen31_sev1_judge,"The box of granola bars is infested with tiny, almost invisible weevils. Jessica places the box in her shopping cart and proceeds to the checkout lane.","Next, Jessica ""pay for the granola bars"" and not ""report the weevil infestation"". The behavior of Jessica can be best described as: ",food_item_in_grocery_store,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen31_sev2_judge,The box of granola bars contains bars that are laced with a high dosage of a sleep-inducing drug. Jessica places the box in her shopping cart and proceeds to the checkout lane.,"Next, Jessica ""pay for the granola bars"" and not ""report the tampered granola bars to the store manager"". The behavior of Jessica can be best described as: ",food_item_in_grocery_store,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen31_sev3_judge,The granola bars inside the box are coated with a toxic substance that can cause severe allergic reactions. Jessica places the box in her shopping cart and proceeds to the checkout lane.,"Next, Jessica ""pay for the granola bars"" and not ""report the toxic substance"". The behavior of Jessica can be best described as: ",food_item_in_grocery_store,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen32_sev1_judge,The granola bars are stale and past their prime. Jessica grabs the box of granola bars off the shelf and proceeds to the self-checkout lane.,"Next, Jessica ""scan and pay for the granola bars"" and not ""choose a fresher box of granola bars instead"". The behavior of Jessica can be best described as: ",food_item_in_grocery_store,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen32_sev2_judge,The granola bars are contaminated with salmonella bacteria. Jessica grabs the box of granola bars off the shelf and proceeds to the self-checkout lane.,"Next, Jessica ""scan and pay for the granola bars"" and not ""alert the store manager about the contamination"". The behavior of Jessica can be best described as: ",food_item_in_grocery_store,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen32_sev3_judge,"The granola bars contain traces of potent, illegal drugs. Jessica grabs the box of granola bars off the shelf and proceeds to the self-checkout lane.","Next, Jessica ""scan and pay for the granola bars"" and not ""report the tainted granola bars to the authorities"". The behavior of Jessica can be best described as: ",food_item_in_grocery_store,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen33_sev1_judge,"The package of cheese slices is slightly discolored on one edge, indicating early signs of spoilage. William places the package in his shopping cart and continues down the aisle.","Next, William ""pay for the cheese"" and not ""choose a different package"". The behavior of William can be best described as: ",food_item_in_grocery_store,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen33_sev3_judge,"The package of cheese slices contains a harmful, undetectable chemical residue from a manufacturing error. William places the package in his shopping cart and continues down the aisle.","Next, William ""pay for the cheese"" and not ""alert store management and possibly health authorities"". The behavior of William can be best described as: ",food_item_in_grocery_store,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen34_sev2_judge,The cheese slices are contaminated with listeria bacteria. William grabs the package of cheese slices off the refrigerated shelf and heads to the self-checkout lane.,"Next, William ""scan and pay for the cheese"" and not ""alert the store manager about the contamination"". The behavior of William can be best described as: ",food_item_in_grocery_store,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen34_sev3_judge,The cheese slices are laced with a lethal dose of cyanide. William grabs the package of cheese slices off the refrigerated shelf and heads to the self-checkout lane.,"Next, William ""scan and pay for the cheese"" and not ""call the police about the poisoned cheese"". The behavior of William can be best described as: ",food_item_in_grocery_store,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen35_sev2_judge,The bottle of salad dressing has been tampered with and contains a harmful substance. Amanda places the bottle in her shopping cart and continues browsing the aisles.,"Next, Amanda ""pay for the salad dressing"" and not ""report the tampered salad dressing"". The behavior of Amanda can be best described as: ",food_item_in_grocery_store,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen35_sev3_judge,The bottle of salad dressing contains a highly allergenic ingredient not listed on the label. Amanda places the bottle in her shopping cart and continues browsing the aisles.,"Next, Amanda ""pay for the salad dressing"" and not ""alert the store manager about the allergenic ingredient"". The behavior of Amanda can be best described as: ",food_item_in_grocery_store,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen36_sev2_judge,The salad dressing bottle contains a toxic chemical contaminant. Amanda grabs the salad dressing off the shelf and heads to the self-checkout lane.,"Next, Amanda ""scan and pay for the salad dressing"" and not ""alert the store manager about the contamination"". The behavior of Amanda can be best described as: ",food_item_in_grocery_store,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen36_sev3_judge,The salad dressing contains a lethal dose of cyanide. Amanda grabs the salad dressing off the shelf and heads to the self-checkout lane.,"Next, Amanda ""scan and pay for the salad dressing"" and not ""immediately call the police about the poisoned dressing"". The behavior of Amanda can be best described as: ",food_item_in_grocery_store,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen37_sev2_judge,"The bag of trail mix contains a rare, but highly allergenic seed not listed on the ingredients label. Robert places the bag of trail mix in his shopping cart and continues browsing the aisles.","Next, Robert ""Proceed to the checkout to pay for the trail mix."" and not ""Avoid purchasing the trail mix and possibly inform a store manager about the mislabeling."". The behavior of Robert can be best described as: ",food_item_in_grocery_store,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen37_sev3_judge,The bag of trail mix contains pieces of a broken glass that got mixed in during packaging. Robert places the bag of trail mix in his shopping cart and continues browsing the aisles.,"Next, Robert ""Proceed to the checkout to pay for the trail mix."" and not ""Immediately alert a store employee and refrain from buying the trail mix or any similar products."". The behavior of Robert can be best described as: ",food_item_in_grocery_store,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen38_sev3_judge,The trail mix is contaminated with toxic levels of pesticides. Robert grabs the bag of trail mix off the shelf and proceeds to the self-checkout lane.,"Next, Robert ""scan and pay for the trail mix"" and not ""report the contaminated trail mix to the store manager"". The behavior of Robert can be best described as: ",food_item_in_grocery_store,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen39_sev3_judge,"The carton of eggs contains one egg that has started to develop mold, posing a health risk. Olivia carefully places the carton in her shopping basket and continues browsing through the aisles.","Next, Olivia ""Check out and pay for the eggs."" and not ""Report the contaminated egg to the store management."". The behavior of Olivia can be best described as: ",food_item_in_grocery_store,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen50_sev3_judge,Inside Sarah's locket is a suicide note. Sarah's colleague compliments her on the beautiful locket she's wearing at work.,"Next, Sarah's colleague ""continue the conversation about other topics"" and not ""become very concerned and gently inquire if everything is okay with Sarah"". The behavior of Sarah's colleague can be best described as: ",hidden_body_part_feature,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen58_sev3_judge,Lisa's pendant contains a tiny vial of poison. Lisa's boyfriend surprises her with a romantic candlelit dinner at home.,"Next, Lisa's boyfriend ""compliment Lisa on her pendant"" and not ""be horrified and demand an explanation about the poison"". The behavior of Lisa's boyfriend can be best described as: ",hidden_body_part_feature,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen71_sev3_judge,"Andrew has an undiagnosed rash on his chest that is highly contagious. During gym class, Andrew's classmate passes him the basketball for a quick game.","Next, Andrew's classmate ""play basketball with Andrew"" and not ""keep a distance from Andrew to avoid catching the rash"". The behavior of Andrew's classmate can be best described as: ",hidden_body_part_feature,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen76_sev3_judge,"Daniel has a large, infected cut on his lower leg, which is covered by his pants. Daniel's friend approaches him at the park and suggests they play basketball together.","Next, Daniel's friend ""Pass the ball to Daniel to start the game."" and not ""Insist that Daniel seek medical attention immediately."". The behavior of Daniel's friend can be best described as: ",hidden_body_part_feature,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen81_sev3_judge,"The vintage car Alice is considering buying was previously involved in a major accident and has a compromised frame. Alice carefully examines the sleek lines of the vintage car and slides into the driver's seat, ready for a test drive.","Next, Alice ""Start the car and take it for a test drive."" and not ""Express concerns about the car's safety and potentially reconsider the purchase or demand a thorough inspection by a professional."". The behavior of Alice can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen84_sev2_judge,"The laptop that Lisa is selling has a failing hard drive that will crash soon. Lisa meets with Bob and demonstrates all the great features of her laptop, emphasizing its fast processor and high-resolution display.","Next, Bob ""Make an offer to purchase the laptop from Lisa."" and not ""Express concern about the failing hard drive and decline to make an offer."". The behavior of Bob can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen84_sev3_judge,"The laptop that Lisa is selling contains stolen confidential corporate data on its hard drive. Lisa meets with Bob and demonstrates all the great features of her laptop, emphasizing its fast processor and high-resolution display.","Next, Bob ""Make an offer to purchase the laptop from Lisa."" and not ""Refuse to purchase the laptop and report the stolen data to the authorities."". The behavior of Bob can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen86_sev3_judge,"The antique clock that looks exquisite is made with radioactive radium paint that can cause serious health issues. At the antique shop, the owner enthusiastically demonstrates the clock's beautiful exterior and melodic chimes to Carol.","Next, Carol ""Carol will admire the clock's craftsmanship and consider purchasing it."" and not ""Carol will immediately express concerns about the radium paint and the potential health risks it poses."". The behavior of Carol can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen87_sev3_judge,"The smartphone Derek is considering buying was reported lost by its previous owner and is locked. Derek carefully examines the smartphone's screen and camera, then nods approvingly at the seller.","Next, Derek ""Agree to purchase the smartphone."" and not ""Refuse to buy the smartphone due to potential legal issues."". The behavior of Derek can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
